scene,speaker,text,label,sentiment,label_filled
Ses01F_impro06,Ses01F_impro06_F,"I brought- I brought Chuck with me. He went to Redlands, yeah, for the day. We ran through the sprinklers.",neu,neutral,neu
Ses01F_impro06,Ses01F_impro06_M,Oh really?,neu,neutral,neu
Ses01F_impro06,Ses01F_impro06_M,You ran through the sprinklers in the cemetery?,neu,neutral,neu
Ses01F_impro06,Ses01F_impro06_F,It was hot.[LIPSMACK],,neutral,neu
Ses01F_impro06,Ses01F_impro06_M,Is it a big cemetery?,neu,neutral,neu
Ses01F_impro06,Ses01F_impro06_F,Yeah. It's huge. Redlands is an old city so they have lots and lots of stones.,neu,neutral,neu
Ses01F_impro06,Ses01F_impro06_M,"Oh, so they're like really old too, really old ones?",neu,neutral,neu
Ses01F_impro06,Ses01F_impro06_F,Yeah.,neu,neutral,neu
Ses01F_impro06,Ses01F_impro06_F,"It's weird. Whenever I go back to town, I think of her. I mean, it's like ... I mean we grew up together and she died when we were twenty one. And yeah. She had cancer, she had two brain tumors.",sad,negative,sad
Ses01F_impro06,Ses01F_impro06_F,"My best friend Heather. She's got a- we have a- we built this like little-- There's a park, Prospect Park. And there is like a garden section of it that we set up for her.",sad,negative,sad
Ses01F_impro06,Ses01F_impro06_F,She used to have these poetry parties on Memorial Day.,sad,negative,sad
Ses01F_impro06,Ses01F_impro06_M,Mmhmm.,neu,neutral,neu
Ses01F_impro06,Ses01F_impro06_F,Umm. Yeah.,sad,negative,sad
Ses01F_impro06,Ses01F_impro06_F,"And the last time before she died, I remember she couldn't really stand, umm...",sad,negative,sad
Ses01F_impro06,Ses01F_impro06_F,"But I mean she could, but it was- so it was kind of sitting at her feet holding her up and she had these poems she had memorized. And I remember looking up, she had curly red hair and there was this palm tree right behind her and it was like a crown growing right out of her head. It was cool.",sad,negative,sad
Ses01F_impro06,Ses01F_impro06_M,Mmhmm.,neu,neutral,neu
Ses01F_impro06,Ses01F_impro06_F,"Some, I guess. She memorized this one, John Dunn, it's called, Death Be Not Proud. and-",sad,negative,sad
Ses01F_impro06,Ses01F_impro06_M,So she wrote a lot of poetry?,neu,neutral,neu
Ses01F_impro06,Ses01F_impro06_F,"There's another one, I can't remember.",neu,neutral,neu
Ses01F_impro06,Ses01F_impro06_F,"I remember, too, when we were-- she died at U.C.L.A. She had brain surgery and there was not much hope to begin with, but I gave blood for her surgery, her mom and I before, so we dropped her off in the waiting room and then we were giving blood and came back. And she, in her wheelchair, like can hardly do anything, reciting her poetry for these people like in the waiting room. All she needs is a God damn audience. You know?",sad,negative,sad
Ses01F_impro06,Ses01F_impro06_M,Mmhmm.Mmhmm.Mmhmm.,,neutral,neu
Ses01F_impro07,Ses01F_impro07_M,Did you get the letter?,exc,positive,exc
Ses01F_impro07,Ses01F_impro07_F,"Yes. There's a big envelope it says, you're in. I know.",exc,positive,exc
Ses01F_impro07,Ses01F_impro07_M,Yeah. That is so awesome.,exc,positive,exc
Ses01F_impro07,Ses01F_impro07_M,Oh my God. What are you going to do? [LAUGHTER],exc,positive,exc
Ses01F_impro07,Ses01F_impro07_F,So I have to move back to the ghetto but...I know.,,neutral,exc
Ses01F_impro07,Ses01F_impro07_M,"Oh-Yeah, I bet you're really excited. Oh. That's what loans are for? Right? Exactly.",exc,positive,exc
Ses01F_impro07,Ses01F_impro07_F,"I'm really excited. Yeah. I don't know how I'm going to pay for anything, but... I also- Yeah. Loans, too, yeah. I applied, though, for a bunch of grants and scholarships so I'm still waiting to hear on that.",exc,positive,exc
Ses01F_impro07,Ses01F_impro07_M,"Oh. Good, good. That's awesome. Are you going to stay around here? Or are you going to like get a different neighborhood- you going to move to a different neighborhood?",exc,positive,exc
Ses01F_impro07,Ses01F_impro07_F,"Oh- I know, I know, I know, I know.",exc,positive,exc
Ses01F_impro07,Ses01F_impro07_F,"I don't know. I spend so much time commuting as it is, I'd rather.",exc,positive,exc
Ses01F_impro07,Ses01F_impro07_M,This is so- I am so happy that you're going to stay. You're not going to...We should totally throw a party.,exc,positive,exc
Ses01F_impro07,Ses01F_impro07_F,I know. We should throw a party.,exc,positive,exc
Ses01F_impro07,Ses01F_impro07_F,"At Arapaho we could afford that. [GARBAGE]. Yeah. So what are you doing this summer, though? You're staying around, too, yeah?",,neutral,exc
Ses01F_impro07,Ses01F_impro07_M,A rapper party ho. Yeah. Okay.,exc,positive,exc
Ses01F_impro07,Ses01F_impro07_M,"I am just- Yeah. I'm sticking around, I'm just doing my thing. I'm living here. I'm so glad you're going to stay, I'm so glad you're going to be here. Yeah. Woo.",exc,positive,exc
Ses01F_impro07,Ses01F_impro07_F,It's a relief too. I mean I was thinking I was going to have to pack up all of my stuff but yeah. Hooray for U.S.C.,,neutral,exc
Ses01F_impro07,Ses01F_impro07_M,Yeah. Big time.,exc,positive,exc
Ses01F_impro07,Ses01F_impro07_M,Mmhmm. Mmhmm. Yay. So what major? What are you doing?,exc,positive,exc
Ses01F_impro07,Ses01F_impro07_F,"Umm. It's...It's uhh...It's Critical Studies. It's a really prestigious program, so they say.",,neutral,exc
Ses01F_impro07,Ses01F_impro07_M,"Oh, okay.",,neutral,exc
Ses01F_impro07,Ses01F_impro07_M,Ooh. Fancy.,,neutral,exc
Ses01F_impro07,Ses01F_impro07_F,Yeah. I'm not sure.,exc,positive,exc
Ses01F_impro07,Ses01F_impro07_M,Is this a Masters or a P.h.D.? Or can you...? Nice,neu,neutral,neu
Ses01F_impro07,Ses01F_impro07_F,Umm...P.h.D. [LAUGHTER],exc,positive,exc
Ses01F_impro07,Ses01F_impro07_M,"That's good. Don't you have to like teach a class, too, when you do that?",neu,neutral,neu
Ses01F_impro07,Ses01F_impro07_F,"Um, yeah, yeah. I'm a TA for two sessions. Mmhmm.",,neutral,exc
Ses01F_impro07,Ses01F_impro07_M,"Teacher. Mrs. Nash, I have a question.",exc,positive,exc
Ses01F_impro07,Ses01F_impro07_F,So I get to mold young minds. Mrs.? That's my mother.,exc,positive,exc
Ses01F_impro07,Ses01F_impro07_M,You have to get married. Well you are married to Chuck. You're Mrs. Nash. Not to be confused with Mrs. Dash which is the popular seasoning.,exc,positive,exc
Ses01F_impro07,Ses01F_impro07_F,"I would be like- Oh. Right, right, right.",exc,positive,exc
Ses01F_impro07,Ses01F_impro07_M,"Mrs. Nash. That's so awesome, though.",,positive,exc
Ses01F_impro07,Ses01F_impro07_F,"Yeah. Yeah I'm excited. Hooray. And then I'll be a millionaire once I graduate, you understand? Because that's the way it works.",,positive,exc
Ses01F_impro07,Ses01F_impro07_M,Yay...School's fun.,exc,positive,exc
Ses01F_impro07,Ses01F_impro07_M,"Of course, right. That's where the real money is, being a student.",neu,neutral,neu
Ses01F_impro07,Ses01F_impro07_F,Yeah. Totally. [LAUGHTER],,neutral,exc
Ses01F_impro07,Ses01F_impro07_M,That's how you get the big bucks. Are you messing with the chair? Don't ruin it.,hap,positive,hap
Ses01F_impro07,Ses01F_impro07_F,"I know. I made such a mess of it, the entire time. The last three things I've done, I've ruined everything, I think. Mm-hmm. Yeah.",exc,positive,exc
Ses01F_script01_1,Ses01F_script01_1_F,What's he going to say?,fru,negative,fru
Ses01F_script01_1,Ses01F_script01_1_F,Maybe we should tell him before he sees it.,,neutral,neu
Ses01F_script01_1,Ses01F_script01_1_M,He saw it.,neu,neutral,neu
Ses01F_script01_1,Ses01F_script01_1_F,How could he see it? I was the first one up; he was still in bed.,,neutral,neu
Ses01F_script01_1,Ses01F_script01_1_M,He was out here when it broke.,neu,neutral,neu
Ses01F_script01_1,Ses01F_script01_1_F,When?,,neutral,neu
Ses01F_script01_1,Ses01F_script01_1_M,Four o clock this morning. I heard a crack and I woke up and looked out. He was standing right over there when it cracked.,neu,neutral,neu
Ses01F_script01_1,Ses01F_script01_1_F,What was he doing out here at four o clock in the morning?,,neutral,neu
Ses01F_script01_1,Ses01F_script01_1_M,I don't know.,neu,neutral,neu
Ses01F_script01_1,Ses01F_script01_1_F,"He's dreaming of him again, walking around.",neu,neutral,neu
Ses01F_script01_1,Ses01F_script01_1_M,I guess he is.,neu,neutral,neu
Ses01F_script01_1,Ses01F_script01_1_F,It's getting to be just like after he died. What's the meaning of that?,,neutral,neu
Ses01F_script01_1,Ses01F_script01_1_M,"I don't know the meaning of it. But I know one thing, Mom, you've made a terrible mistake with father.",fru,negative,fru
Ses01F_script01_1,Ses01F_script01_1_F,What?,,neutral,neu
Ses01F_script01_1,Ses01F_script01_1_M,"Being dishonest with him, you know. This kind of thing always pays off and it's paying off.",,neutral,neu
Ses01F_script01_1,Ses01F_script01_1_F,What do you mean dishonest?,,neutral,fru
Ses01F_script01_1,Ses01F_script01_1_M,You know Larry is not coming back and I know it. Why do we allow him to go on thinking that we believe with him?,neu,neutral,neu
Ses01F_script01_1,Ses01F_script01_1_F,What do you want to do? Argue with him?,fru,negative,fru
Ses01F_script01_1,Ses01F_script01_1_M,I don't want to argue but it's time he realized that nobody believes Larry is alive.,fru,negative,fru
Ses01F_script01_1,Ses01F_script01_1_M,"You know? Why shouldn't he walk the nights thinking of him, dreaming of him? Do we contradict him? Do we say, we don't have any hope anymore? That we haven't had any hope for years now?",fru,negative,fru
Ses01F_script01_1,Ses01F_script01_1_F,You can't say that to him.,fru,negative,fru
Ses01F_script01_1,Ses01F_script01_1_M,We've got to say it to him.,neu,neutral,neu
Ses01F_script01_1,Ses01F_script01_1_F,Where's the proof? Do you have any proof?,fru,negative,fru
Ses01F_script01_1,Ses01F_script01_1_M,"For God's sake, three years? Nobody comes back after three years; that's insane.",fru,negative,fru
Ses01F_script01_1,Ses01F_script01_1_F,"To you it is, to me it is, but to your father, you can talk yourself until you are blue in the face. But there is no grave and there is no body, so where are you?",fru,negative,fru
Ses01F_script01_1,Ses01F_script01_1_M,"Sit down, Mom. I want to talk to you.",neu,neutral,neu
Ses01F_script01_1,Ses01F_script01_1_F,"It's that the trouble is those God damn newspapers. Every month some new boy comes back and so the next one is going to be Larry, they just--",,neutral,fru
Ses01F_script01_1,Ses01F_script01_1_M,"All right, all right, all right. You know why I asked Annie here, right?",fru,negative,fru
Ses01F_script01_1,Ses01F_script01_1_F,Why?,fru,negative,fru
Ses01F_script01_1,Ses01F_script01_1_M,You know.,neu,neutral,neu
Ses01F_script01_1,Ses01F_script01_1_F,"Well I got an idea, but what's your story?",neu,neutral,neu
Ses01F_script01_1,Ses01F_script01_1_M,I'm going to ask her to marry me.,neu,neutral,neu
Ses01F_script01_1,Ses01F_script01_1_F,"Well that's only your business, Chris.",,neutral,neu
Ses01F_script01_1,Ses01F_script01_1_M,You know it's not just my business.,neu,neutral,neu
Ses01F_script01_1,Ses01F_script01_1_F,Well what do you want me to do? You're old enough to know your own mind.,,neutral,neu
Ses01F_script01_1,Ses01F_script01_1_M,"So all right then, I'll just go ahead with it?",neu,neutral,neu
Ses01F_script01_1,Ses01F_script01_1_F,Well you want to make sure that your father is not going to --,,neutral,neu
Ses01F_script01_1,Ses01F_script01_1_M,Then it's not just my business.,fru,negative,fru
Ses01F_script01_1,Ses01F_script01_1_F,I'm just saying.,,neutral,neu
Ses01F_script01_1,Ses01F_script01_1_M,"You know sometimes you infuriate me. you know that? Isn't it your business if I tell father and he throws a fit about it? God, you have such a talent for ignoring things.",ang,negative,ang
Ses01F_script01_1,Ses01F_script01_1_F,Oh. I ignore what I got to ignore. That girl is Larry's girl.,,neutral,fru
Ses01F_script01_1,Ses01F_script01_1_M,She's not Larry's girl.,fru,negative,fru
Ses01F_script01_1,Ses01F_script01_1_F,"From your father's point of view, he is not dead and- Chris he still thinks he's still alive. The girl is Larry's girl.",fru,negative,fru
Ses01F_script01_1,Ses01F_script01_1_F,"Now you can go on from there if you know where to go, but I'm telling you, I don't know where to go.",fru,negative,fru
Ses01F_script01_1,Ses01F_script01_1_M,"I don't know why it is, but every time I reach out for something I have to pull back because I am afraid other people will suffer. My whole bloody life, time after time.",fru,negative,fru
Ses01F_script01_1,Ses01F_script01_1_F,"You're a considerate fellow, there's nothing wrong in that.",fru,negative,fru
Ses01F_script01_1,Ses01F_script01_1_M,To hell with that.,fru,negative,fru
Ses01F_script01_1,Ses01F_script01_1_F,I just don't see why. Have you asked Annie yet?,fru,negative,fru
Ses01F_script01_1,Ses01F_script01_1_M,I wanted to get this settled first.,neu,neutral,neu
Ses01F_script01_1,Ses01F_script01_1_F,Well how do you know she's going to marry you? Maybe she feels the same way your father does.,fru,negative,fru
Ses01F_script01_1,Ses01F_script01_1_M,"Well if she does, then that's it. That's the end of it. From her letters, though, I think she's pretty much forgotten him.",neu,neutral,neu
Ses01F_script01_1,Ses01F_script01_1_M,And then we'll thrash it out with father. Okay Mom? Don't avoid me.,neu,neutral,neu
Ses01F_script01_1,Ses01F_script01_1_F,The trouble is you don't see enough women. You never did.,fru,negative,fru
Ses01F_script01_1,Ses01F_script01_1_M,So what. I'm not fast with women.,fru,negative,fru
Ses01F_script01_1,Ses01F_script01_1_F,Why does it have to be Annie?,fru,negative,fru
Ses01F_script01_1,Ses01F_script01_1_M,Because it is.,fru,negative,fru
Ses01F_script01_1,Ses01F_script01_1_F,Oh that's a great reason. It's no reason at all.,fru,negative,fru
Ses01F_script01_1,Ses01F_script01_1_M,I don't know.,fru,negative,fru
Ses01F_script01_1,Ses01F_script01_1_F,"You haven't seen her since you went away to war, it's been five years.",fru,negative,fru
Ses01F_script01_1,Ses01F_script01_1_M,"I can't help it, I know her best. I was brought up next door to her, you know? These years when I think of someone for my wife, I think of Annie.",fru,negative,fru
Ses01F_script01_1,Ses01F_script01_1_M,"Mom, what do you want? A diagram?",fru,negative,fru
Ses01F_script01_1,Ses01F_script01_1_F,I don't want a diagram.,fru,negative,fru
Ses01F_script01_1,Ses01F_script01_1_F,He thinks he's coming back Chris.,fru,negative,fru
Ses01F_script01_1,Ses01F_script01_1_F,"You marry that girl, you are pronouncing him dead...",fru,negative,fru
Ses01F_script01_1,Ses01F_script01_1_F,...and then what's that going to do to your father? Do you know? I don't.,fru,negative,fru
Ses01F_script01_1,Ses01F_script01_1_M,"All right, then, Mom. [BREATHING]",fru,negative,fru
Ses01F_script01_1,Ses01F_script01_1_F,Just give it some more thought.,neu,neutral,neu
Ses01F_script01_1,Ses01F_script01_1_M,"I've given it three years of thought. And I'd hope that if I waited, father would forget about Larry and then we could just have a regular wedding and everyone would be happy.",fru,negative,fru
Ses01F_script01_1,Ses01F_script01_1_M,"But if I can't do that here, I may have to go somewhere else.",fru,negative,fru
Ses01F_script01_1,Ses01F_script01_1_F,What the hell is this?,ang,negative,ang
Ses01F_script01_1,Ses01F_script01_1_M,"I'll get out. I'll get married and I'll move somewhere else, maybe New York.",neu,neutral,neu
Ses01F_script01_1,Ses01F_script01_1_F,Are you crazy?,,neutral,fru
Ses01F_script01_1,Ses01F_script01_1_M,"I've been a good son for too long, a good sucker.",fru,negative,fru
Ses01F_script01_1,Ses01F_script01_1_F,You have a business here. What the hell is this?,ang,negative,ang
Ses01F_script01_1,Ses01F_script01_1_M,The business? The business doesn't inspire me.,fru,negative,fru
Ses01F_script01_1,Ses01F_script01_1_F,Oh. Must you be inspired?,ang,negative,ang
Ses01F_script01_1,Ses01F_script01_1_M,"Yes. I like it for an hour a day. I don't care if I have to grub for money all day long, when I come home I want it happy.",fru,negative,fru
Ses01F_script01_1,Ses01F_script01_1_M,"I want some kids, I want a family, I want somebody that I can give myself to and Annie is in the center of that. Now it's just where to find it.",fru,negative,fru
Ses01F_script01_1,Ses01F_script01_1_F,You mean to tell me that you would leave the business over this?,fru,negative,fru
Ses01F_script01_1,Ses01F_script01_1_M,"On this, I would.",neu,neutral,neu
Ses01F_script01_1,Ses01F_script01_1_F,Well you don't want to think like that.,fru,negative,fru
Ses01F_script01_1,Ses01F_script01_1_M,Then help me stay here.,neu,neutral,neu
Ses01F_script01_1,Ses01F_script01_1_F,"All right. But you don't want to think like that because what the hell are we working for, Chris? It's all for you. This whole shooting match is for you.",ang,negative,ang
Ses01F_script01_1,Ses01F_script01_1_M,I know that. Then just help me stay here.,fru,negative,fru
Ses01F_script01_1,Ses01F_script01_1_F,Just don't think like that.,ang,negative,ang
Ses01F_script01_1,Ses01F_script01_1_M,Well I am thinking like that.,fru,negative,fru
Ses01F_script01_1,Ses01F_script01_1_F,"I don't understand you, do I?",fru,negative,fru
Ses01F_script01_1,Ses01F_script01_1_M,No. You don't. I'm a pretty tough guy.,fru,negative,fru
Ses01F_script01_1,Ses01F_script01_1_F,I can see that.,fru,negative,fru
Ses01F_script01_2,Ses01F_script01_2_F,Why did he invite her here?,,neutral,neu
Ses01F_script01_2,Ses01F_script01_2_M,Why does that bother you?,,neutral,neu
Ses01F_script01_2,Ses01F_script01_2_F,"She's been in New York three and an half years, why all of a sudden?",,neutral,neu
