data_split,dialogue_id,original_id,speaker,utterance,emotion
train,dailydialog-train-46,train-46,system,"no. I used to have one though. Once I started using my bicycle to get around, I found that I didn't really need it.",no emotion
train,dailydialog-train-46,train-46,user,"maybe if I sold my car now, I wouldn't be so tempted to use it.",no emotion
train,dailydialog-train-46,train-46,system,you could try. It would save you a lot of money.,no emotion
train,dailydialog-train-46,train-46,user,"that's true. Every month, I spend hundreds of dollars on gas, insurance, and repairs.",no emotion
train,dailydialog-train-46,train-46,system,"if you got to class by riding a bicycle every day instead of driving, you will get lots of exercise, too!",no emotion
train,dailydialog-train-46,train-46,user,I could stand to lose a few pounds. Having a car has made me lazy. I never end up walking anywhere!,no emotion
train,dailydialog-train-46,train-46,system,let's go to a car dealership. I'll help you try to sell your car for a good price.,no emotion
train,dailydialog-train-46,train-46,user,sounds good! Let's go!,no emotion
train,dailydialog-train-47,train-47,user,What's wrong with him?,no emotion
train,dailydialog-train-47,train-47,system,His nose is out of joint because we forgot to invite him to the party.,no emotion
train,dailydialog-train-48,train-48,user,"What are you going to do for one year abroad, Tom?",no emotion
train,dailydialog-train-48,train-48,system,"Study, study, study. I want to learn a lot.",no emotion
train,dailydialog-train-48,train-48,user,You are going to take courses?,no emotion
train,dailydialog-train-48,train-48,system,Yes. I am going to take some university courses there.,no emotion
train,dailydialog-train-48,train-48,user,Sounds hard.,no emotion
train,dailydialog-train-48,train-48,system,"Yes, but I think it's probably for the best.",no emotion
train,dailydialog-train-48,train-48,user,Won't you get lonely?,no emotion
train,dailydialog-train-48,train-48,system,"Hey, I am a pretty cool guy. I will make friends, and I'll have a lot of extracurricular activities too. You know, like fencing, or theater or something.",no emotion
train,dailydialog-train-49,train-49,user,"Isn't this lovely weather? Will you help me water the flowers, Jack?",happiness
train,dailydialog-train-49,train-49,system,"Well, do you think I have to?",no emotion
train,dailydialog-train-49,train-49,user,I do. We haven't watered them for quite a few days.,no emotion
train,dailydialog-train-49,train-49,system,Please look at the sky. Don' t you see the dark clouds? It's going to rain soon.,no emotion
train,dailydialog-train-49,train-49,user,Good. So we don't have to work. How nice!,happiness
train,dailydialog-train-49,train-49,system,But I don't think it's so nice.,no emotion
train,dailydialog-train-49,train-49,user,Why?,no emotion
train,dailydialog-train-49,train-49,system,The weather report says it's going to rain for a whole week.,no emotion
train,dailydialog-train-49,train-49,user,"Oh, I'm afraid all the flowers will die in the rain.",no emotion
train,dailydialog-train-50,train-50,user,"On, darn. The grocery store is closed.",no emotion
train,dailydialog-train-50,train-50,system,"Yeah, this one closes at ten. We could drive to the 24 - hour store on sixth.",no emotion
train,dailydialog-train-50,train-50,user,Alright. We are out of everything.,no emotion
train,dailydialog-train-50,train-50,system,I wish the store close to us was open 24 - house a day.,no emotion
train,dailydialog-train-50,train-50,user,"I know, our schedules are so weird. Sometimes, the little corner store is the only thing within walking distance that's open when we get home.",no emotion
train,dailydialog-train-50,train-50,system,"Yeah, and the prices there are very high.",no emotion
train,dailydialog-train-50,train-50,user,I know. Three dollars for milk.,no emotion
train,dailydialog-train-51,train-51,user,Do you think they two will get married?,no emotion
train,dailydialog-train-51,train-51,system,You can count on it.,no emotion
train,dailydialog-train-51,train-51,user,"I think so. Yes, they get along so well.",no emotion
train,dailydialog-train-51,train-51,system,I like him. He' s good for her.,happiness
train,dailydialog-train-51,train-51,user,You're right. He sure is.,happiness
train,dailydialog-train-52,train-52,user,"Dad, where are we off to?",no emotion
train,dailydialog-train-52,train-52,system,First we will go to the city centre and stop for something to drink. Then we will visit the University Museum.,no emotion
train,dailydialog-train-52,train-52,user,Where are we going to have a drink?,no emotion
train,dailydialog-train-52,train-52,system,There is a coffee shop round the corner. Can you see that big building at the end of the road?,no emotion
train,dailydialog-train-52,train-52,user,Yes?,no emotion
train,dailydialog-train-52,train-52,system,That is a bank. The coffee shop is opposite the bank.,no emotion
train,dailydialog-train-52,train-52,user,Good. I will have hot chocolate.,no emotion
train,dailydialog-train-52,train-52,system,A stop! Wait for the lights to turn green.,no emotion
train,dailydialog-train-52,train-52,user,When crossing the road you must always pay attention to what's around you.,no emotion
train,dailydialog-train-52,train-52,system,Sorry. How far is the museum?,no emotion
train,dailydialog-train-52,train-52,user,I am not sure. We will ask for directions in the coffee shop.,no emotion
train,dailydialog-train-52,train-52,system,Here we are. You find us a table and I'll get the drinks.,no emotion
train,dailydialog-train-53,train-53,user,How about going to the cinema tonight?,happiness
train,dailydialog-train-53,train-53,system,That's great. What's on tonight?,happiness
train,dailydialog-train-53,train-53,user,"I am not sure about the name of the film, but I know it's a romantic one.",no emotion
train,dailydialog-train-53,train-53,system,Romantic? I am afraid I like thrillers better.,no emotion
train,dailydialog-train-53,train-53,user,Don't you think it's too bloody?,no emotion
train,dailydialog-train-53,train-53,system,"On the contrary, very exciting.",no emotion
train,dailydialog-train-54,train-54,user,I feel so uncomfortable.,no emotion
train,dailydialog-train-54,train-54,system,Are you sick?,no emotion
train,dailydialog-train-54,train-54,user,No. The teacher is dragging the chalk over the blackboard. It set my teeth on edge.,no emotion
train,dailydialog-train-54,train-54,system,He'll finish writing in a minute.,no emotion
train,dailydialog-train-55,train-55,user,I have made up my mind. I am getting a tattoo.,no emotion
train,dailydialog-train-55,train-55,system,Really? Are you sure?,surprise
train,dailydialog-train-55,train-55,user,Yeah! Why not? They are trendy and look great! I want to get a dragon on my arm or maybe a tiger on my back.,no emotion
train,dailydialog-train-55,train-55,system,"Yeah but, it is something that you will have forever! They use indelible ink that can only be removed with laser treatment. On top of all that, I have heard it hurts a lot!",no emotion
train,dailydialog-train-55,train-55,user,Really?,surprise
train,dailydialog-train-55,train-55,system,Of course! They use this machine with a needle that pokes your skin and inserts the ink.,no emotion
train,dailydialog-train-55,train-55,user,"Oh, I didn't know that! I thought they just paint it on your skin or something.",no emotion
train,dailydialog-train-55,train-55,system,"I think you should reconsider and do some more research about tattoos. Also, find out where the nearest tattoo parlor is and make sure they used sterilized needles, and that the place is hygienic.",no emotion
train,dailydialog-train-55,train-55,user,Maybe I should just get a tongue piercing!,no emotion
train,dailydialog-train-56,train-56,user,"Excuse me, what's the screen near your steering wheel for?",no emotion
train,dailydialog-train-56,train-56,system,It's a portable TV. It's a popular thing now.,no emotion
train,dailydialog-train-56,train-56,user,"Oh, that's new to me. So what's on everyday?",no emotion
train,dailydialog-train-56,train-56,system,"News about current affairs, documentaries, music, movies, noncommercial ads and so on.",no emotion
train,dailydialog-train-56,train-56,user,Is there anything interesting?,no emotion
train,dailydialog-train-56,train-56,system,"Yes, there are something good and informative. I think that many people underestimate the value of TV in education.",no emotion
train,dailydialog-train-56,train-56,user,I agree. Are there any commercials on the TV?,no emotion
train,dailydialog-train-56,train-56,system,Of course. Because the TV stations need to make money from commercials between the programs.,no emotion
train,dailydialog-train-56,train-56,user,That makes a lot of sense. Does the TV work well?,no emotion
train,dailydialog-train-56,train-56,system,Not always. It depends on the transmission of the satellite signals.,no emotion
train,dailydialog-train-56,train-56,user,I got it. Do you pay for the programs?,no emotion
train,dailydialog-train-56,train-56,system,"Yes , 50 Yuan per month.",no emotion
train,dailydialog-train-57,train-57,user,"Oh, no!",disgust
train,dailydialog-train-57,train-57,system,How dreadful!,disgust
train,dailydialog-train-57,train-57,user,Look at the view from the window.,no emotion
train,dailydialog-train-57,train-57,system,"Oh, dear. That's terrible. Not at all what I expected.",disgust
train,dailydialog-train-57,train-57,user,"It's awful, isn't it?",disgust
train,dailydialog-train-57,train-57,system,I can't bear to look at it. I'm rather disappointed.,disgust
train,dailydialog-train-57,train-57,user,It can't be helped.,no emotion
train,dailydialog-train-58,train-58,user,"What do you do in your free time, Nancy?",no emotion
train,dailydialog-train-58,train-58,system,"Well, I like playing the violin.",no emotion
